model,dataset,signal,predictive_power_in_confident,confident_correct_mean,confident_wrong_mean,delta,n_confident_correct,n_confident_wrong
qwen,gsm8k,surprisal_max,0.5481633923630326,4.593033265003322,4.752249002957274,0.15921573795395272,104,278
qwen,gsm8k,surprisal_mean,0.5635376314333149,0.143942634829499,0.15369201808392963,0.009749383254430616,104,278
qwen,gsm8k,surprisal_p90,0.554389180962922,0.2968846212141548,0.3282605346744358,0.03137591346028096,104,278
qwen,gsm8k,surprisal_range,0.5481633923630326,4.593033265003322,4.752249002957274,0.15921573795395272,104,278
qwen,gsm8k,surprisal_slope,0.5149764803541781,-0.0007269419992829248,-0.0007532370726637451,-2.6295073380820265e-05,104,278
qwen,gsm8k,surprisal_std,0.5605976757055893,0.5231035291229821,0.5464472772221349,0.02334374809915285,104,278
qwen,gsm8k,surprisal_volatility,0.5254584424863062,3.5825058704336463,3.5425524318010297,-0.03995343863261658,85,247
qwen,gsm8k,topk_mass_mean,0.5323568068622025,0.9999506936041307,0.9999466192729453,-4.074331185432989e-06,104,278
qwen,gsm8k,topk_mass_std,0.5462956557830658,0.0008532150842372124,0.0009370167390912905,8.380165485407807e-05,104,278
qwen,gsm8k,warning_density_per_100t,0.5024211400110681,0.04962819796013707,0.0397607687459386,-0.009867429214198475,104,278
qwen,humaneval,attn_entropy_norm_mean,0.5534396980614171,0.4394985057324717,0.4448171006310334,0.005318594898561735,67,261
qwen,humaneval,attn_entropy_norm_std,0.7440384285469206,0.12502318267423063,0.11746429830108514,-0.0075588843731454886,67,261
qwen,humaneval,collapsed_rate_mean,0.8035111797335164,0.020265705670682255,0.017765033494876126,-0.002500672175806129,67,261
qwen,humaneval,collapsed_rate_mean_zscore,0.8035111797335164,1.3945789110086582,0.1447600184656332,-1.249818892543025,67,261
qwen,humaneval,compound_density_per_100t,0.9187396351575455,2.50493788415705,0.44193695320844845,-2.063000930948602,67,261
qwen,humaneval,concentration_max_mean,0.811517127008635,0.9164490713551348,0.9038015414854528,-0.012647529869681984,67,261
qwen,humaneval,concentration_min_mean,0.8642420083490593,0.15854240253526758,0.1263331546843078,-0.03220924785095977,67,261
qwen,humaneval,cs_confident_repetition_risk,0.5172413793103448,1.0,0.9655172413793104,-0.03448275862068961,67,261
qwen,humaneval,early10_entropy_mean,0.8230399725510379,0.23665387325164775,0.5392722468026084,0.30261837355096066,67,261
qwen,humaneval,early10_entropy_slope,0.5669640304225997,-0.03854722313745775,-0.04882996699353931,-0.010282743856081557,67,261
qwen,humaneval,early10_margin_mean,0.8280150969291473,0.896289057295714,0.7785117120606917,-0.11777734523502226,67,261
qwen,humaneval,early10_margin_slope,0.538085434894493,0.012894444164244205,0.014165893388233241,0.0012714492239890365,67,261
qwen,humaneval,early10_surprisal_mean,0.720878366786756,0.29010506766545935,0.5371162424286601,0.24701117476320072,67,261
qwen,humaneval,early10_surprisal_slope,0.5235889517927603,-0.05052037606836009,-0.05281800892531229,-0.0022976328569522045,67,261
qwen,humaneval,early25p_entropy_mean,0.7134442728884314,0.16326908836130974,0.25540673598632213,0.09213764762501239,67,261
qwen,humaneval,early25p_entropy_slope,0.5612740893234975,-0.015347765932047654,-0.008407761646312222,0.0069400042857354315,67,261
qwen,humaneval,early25p_margin_mean,0.7026934294047007,0.9246172806349012,0.8878965874848889,-0.03672069315001236,67,261
qwen,humaneval,early25p_margin_slope,0.5289643735346257,0.005493910035661266,0.0032876143833233664,-0.0022062956523378995,67,261
qwen,humaneval,early25p_surprisal_mean,0.6543146337279122,0.1842834480425218,0.2525372740702039,0.06825382602768207,67,261
qwen,humaneval,early25p_surprisal_slope,0.6448218676731285,-0.0203005670831964,-0.006912728026991236,0.013387839056205164,67,261
qwen,humaneval,early50p_entropy_mean,0.7533596385886658,0.1299011092252164,0.1913022725154208,0.061401163290204425,67,261
qwen,humaneval,early50p_entropy_slope,0.5740264196260079,-0.00552960012054838,-0.0032554146410861376,0.0022741854794622427,67,261
qwen,humaneval,early50p_margin_mean,0.7182478412535026,0.9380561775087601,0.9138702546419198,-0.024185922866840293,67,261
qwen,humaneval,early50p_margin_slope,0.5784296906273232,0.002150180696083703,0.001259548824958498,-0.000890631871125205,67,261
qwen,humaneval,early50p_surprisal_mean,0.6440784582832961,0.1550013356271554,0.18927790279648657,0.03427656716933117,67,261
qwen,humaneval,early50p_surprisal_slope,0.5991307828672728,-0.007663355245944464,-0.003208273838806,0.004455081407138463,67,261
qwen,humaneval,entropy_diff_std,0.70766855378281,0.40364198989686495,0.4920871339326084,0.08844514403574344,67,261
qwen,humaneval,entropy_early_late_delta,0.6575170126379596,-0.07205528032020679,-0.17249227688244778,-0.10043699656224099,67,261
qwen,humaneval,entropy_max,0.8661291244924801,1.6355447799462153,2.8501977078189333,1.214652927872718,67,261
qwen,humaneval,entropy_mean,0.691141991193458,0.10915066696814155,0.13723814055234995,0.028087473584208406,67,261
qwen,humaneval,entropy_p90,0.6190884657173901,0.387200856206623,0.4877475866124114,0.10054673040578843,67,261
qwen,humaneval,entropy_range,0.8661291244924801,1.6355447799462153,2.8501977078189333,1.214652927872718,67,261
qwen,humaneval,entropy_range_approx,0.8683593526619775,1.5263941129780738,2.7129595672665836,1.1865654542885098,67,261
qwen,humaneval,entropy_slope,0.5528678446846229,-0.0006282088772716728,-0.0011151174300430152,-0.00048690855277134235,67,261
qwen,humaneval,entropy_std,0.7935609309772974,0.303757487755786,0.4089894248754749,0.10523193711968892,67,261
qwen,humaneval,failure_risk,0.5217304283181793,0.19402985074626866,0.1724137931034483,-0.021616057642820374,67,261
qwen,humaneval,failure_risk_is_zero,0.5254474752673415,0.6119402985074627,0.6628352490421456,0.05089495053468296,67,261
qwen,humaneval,focused_head_mean,0.8170641047635386,2.2107014855891562,1.746107672557605,-0.46459381303155123,67,261
qwen,humaneval,focused_head_mean_zscore,0.8170641047635386,1.7980005371659518,0.5281193338495357,-1.269881203316416,67,261
qwen,humaneval,focused_head_rate,0.8170641047635386,0.07895362448532699,0.06236098830562876,-0.01659263617969823,67,261
qwen,humaneval,hidden_max_abs_last_layer_mean,0.8220392291416481,154.89399260415374,132.98769010246698,-21.906302501686753,67,261
qwen,humaneval,hidden_max_abs_last_layer_mean_zscore,0.8220392291416481,0.8707712504296501,-0.47894424773530253,-1.3497154981649526,67,261
qwen,humaneval,hidden_std_last_layer_mean,0.7415794590267056,5.208364150793149,4.957636918459523,-0.2507272323336265,67,261
qwen,humaneval,hidden_std_last_layer_mean_zscore,0.7415794590267056,0.20519035816993106,-0.8027818924163419,-1.007972250586273,67,261
qwen,humaneval,high_entropy_frac,0.5038314176245211,0.0,1.496647509578544e-05,1.496647509578544e-05,67,261
qwen,humaneval,high_entropy_steps,0.5038314176245211,0.0,0.007662835249042145,0.007662835249042145,67,261
qwen,humaneval,l2_norm_cross_layer_max,0.5363126894264311,480.08183994577894,489.0574993265086,8.975659380729667,67,261
qwen,humaneval,l2_norm_cross_layer_max_zscore,0.5363126894264311,-0.06618540311162055,0.15086577342880017,0.21705117654042072,67,261
qwen,humaneval,l2_norm_last_layer_mean,0.7403213815977583,311.63321550603246,296.75218307188345,-14.881032434149006,67,261
qwen,humaneval,l2_norm_last_layer_mean_zscore,0.7403213815977583,0.19634093980528197,-0.8032702487443819,-0.9996111885496639,67,261
qwen,humaneval,l2_norm_slope,0.8768227826385315,-1.3078112370789023,-0.24507047388164985,1.0627407631972525,67,261
qwen,humaneval,late50p_entropy_mean,0.5483502030079488,0.08893557963897412,0.08338670033041078,-0.005548879308563348,67,261
qwen,humaneval,late50p_margin_mean,0.5521816206324699,0.9549555527368733,0.9587063007569961,0.0037507480201228738,67,261
qwen,humaneval,late50p_surprisal_mean,0.5065477211642935,0.0847388423970624,0.08493154203763714,0.00019269964057473665,67,261
qwen,humaneval,margin_diff_std,0.5864928232401212,0.21148684598672166,0.23398294274993203,0.022496096763210377,67,261
qwen,humaneval,margin_early_late_delta,0.6559730085206152,0.03210614772567163,0.07173309191369474,0.039626944188023115,67,261
qwen,humaneval,margin_min,0.7488419969119917,0.2652876595062996,0.02792404783297316,-0.23736361167332645,67,261
qwen,humaneval,margin_range,0.7488419969119917,0.7347123404937004,0.9720759521670268,0.23736361167332642,67,261
qwen,humaneval,margin_slope,0.5316520844055584,0.0004031060055289079,0.00045874220077468403,5.563619524577611e-05,67,261
qwen,humaneval,margin_std,0.7188768799679762,0.15380803941118687,0.18811356803571708,0.03430552862453021,67,261
qwen,humaneval,max_compound_severity,0.5172413793103448,0.3999999999999999,0.38620689655172413,-0.013793103448275779,67,261
qwen,humaneval,n_compound_signals,0.5172413793103448,1.0,0.9655172413793104,-0.03448275862068961,67,261
qwen,humaneval,n_warning_signals,0.5254474752673415,0.3880597014925373,0.3371647509578544,-0.0508949505346829,67,261
qwen,humaneval,perplexity_max,0.8661291244924801,3.7454548153113603,8.080609699740904,4.335154884429544,67,261
qwen,humaneval,perplexity_mean,0.7552467547320867,1.1162291615023336,1.1752848002204683,0.059055638718134684,67,261
qwen,humaneval,risk_score,0.566535140390004,0.40928596075535084,0.3939694465725835,-0.01531651418276736,67,261
qwen,humaneval,risk_score_is_zero,0.5076628352490422,0.0,0.01532567049808429,0.01532567049808429,67,261
qwen,humaneval,surprisal_diff_std,0.5966718133470578,0.6193233867017108,0.7037844316260491,0.08446104492433826,67,261
qwen,humaneval,surprisal_early_late_delta,0.6015325670498083,-0.09985079737824781,-0.16684723123261544,-0.06699643385436763,67,261
qwen,humaneval,surprisal_max,0.8383370503802825,2.7117843217058852,4.7811588199140385,2.0693744982081532,67,261
qwen,humaneval,surprisal_mean,0.6073082861554298,0.11950173935874138,0.13700623528995404,0.017504495931212657,67,261
qwen,humaneval,surprisal_p90,0.5915537256247498,0.15457522375737429,0.2091354913674653,0.054560267610091,67,261
qwen,humaneval,surprisal_range,0.8383370503802825,2.7117843217058852,4.7811588199140385,2.0693744982081532,67,261
qwen,humaneval,surprisal_slope,0.608166066220621,-0.002763362901768054,-0.0010444757328771511,0.0017188871688909029,67,261
qwen,humaneval,surprisal_std,0.6493395093498028,0.4430692366674231,0.5437524776472004,0.10068324097977727,67,261
qwen,humaneval,surprisal_volatility,0.6254856254856256,3.6770734288467133,3.8609074596531348,0.18383403080642147,39,198
qwen,humaneval,topk_mass_mean,0.8299308057414079,0.999950782334763,0.999615421296973,-0.00033536103778997184,67,261
qwen,humaneval,topk_mass_std,0.7737462114713787,0.0005965587489026141,0.004257714850632331,0.003661156101729717,67,261
qwen,humaneval,warning_density_per_100t,0.5777720592440099,1.11112608839445,0.15490148469757486,-0.9562246036968751,67,261
