model,dataset,signal,mean_temp_0.7,mean_temp_0.8,temp_delta
mixtral,humaneval,hidden_max_abs_last_layer_mean_zscore,0.7615310555409676,0.697474474071803,-0.0640565814691646
mixtral,humaneval,hidden_std_last_layer_mean,4.378579171438845,4.359882806458832,-0.018696364980012703
qwen,gsm8k,attention_collapse_detected,0.0,0.0,0.0
qwen,gsm8k,attn_entropy_norm_mean,0.47772971151787197,0.4777123616374853,-1.7349880386652305e-05
qwen,gsm8k,attn_entropy_norm_std,0.11385334094530287,0.11317118358651782,-0.0006821573587850599
qwen,gsm8k,collapsed_rate_mean,0.01644223607065082,0.01635305498207449,-8.918108857633097e-05
qwen,gsm8k,collapsed_rate_mean_zscore,-0.5163651093296936,-0.5609372089589949,-0.04457209962930131
qwen,gsm8k,compound_density_per_100t,0.273130655485834,0.2615794031281443,-0.011551252357689668
qwen,gsm8k,concentration_max_mean,0.8850017441069704,0.8840886677014933,-0.000913076405477109
qwen,gsm8k,concentration_min_mean,0.10921502440250336,0.10885840212035637,-0.0003566222821469872
qwen,gsm8k,cs_attention_bottleneck,0.0,0.0,0.0
qwen,gsm8k,cs_confident_confusion,0.0,0.0,0.0
qwen,gsm8k,cs_confident_repetition_risk,0.9484752891692955,0.9050104384133612,-0.043464850755934314
qwen,gsm8k,cs_context_loss,0.0,0.0,0.0
qwen,gsm8k,cs_degenerating_generation,0.0,0.0,0.0
qwen,gsm8k,early10_entropy_mean,0.4727458585430584,0.5145641620107747,0.04181830346771631
qwen,gsm8k,early10_entropy_slope,0.02318121745473643,0.024304935565630802,0.0011237181108943728
qwen,gsm8k,early10_margin_mean,0.7648539844011158,0.7547624432157126,-0.01009154118540323
qwen,gsm8k,early10_margin_slope,-0.009049230173642786,-0.01087990656213229,-0.0018306763884895043
qwen,gsm8k,early10_surprisal_mean,0.43248667304359867,0.46781555046252815,0.03532887741892948
qwen,gsm8k,early10_surprisal_slope,0.021873770860942922,0.038661483750847644,0.016787712889904723
qwen,gsm8k,early25p_entropy_mean,0.3661667613715208,0.4380296363293469,0.07186287495782606
qwen,gsm8k,early25p_entropy_slope,-0.0021188334973716453,-0.002478888644413881,-0.0003600551470422358
qwen,gsm8k,early25p_margin_mean,0.8170713997501047,0.7916126627964521,-0.025458736953652528
qwen,gsm8k,early25p_margin_slope,0.0010342927927701738,0.0010995796013965737,6.52868086263999e-05
qwen,gsm8k,early25p_surprisal_mean,0.36337072852277147,0.4315276090928101,0.06815688057003866
qwen,gsm8k,early25p_surprisal_slope,-0.0016241493425083525,-0.002073756179300851,-0.00044960683679249854
qwen,gsm8k,early50p_entropy_mean,0.32239855437065246,0.3924008387167393,0.07000228434608685
qwen,gsm8k,early50p_entropy_slope,-0.0011242179070712912,-0.001229054192164831,-0.00010483628509353978
qwen,gsm8k,early50p_margin_mean,0.8403509735620092,0.8154088521493056,-0.024942121412703577
qwen,gsm8k,early50p_margin_slope,0.0005800673980470435,0.0006104739251974504,3.0406527150406842e-05
qwen,gsm8k,early50p_surprisal_mean,0.3206983019735718,0.38816645025533913,0.06746814828176734
qwen,gsm8k,early50p_surprisal_slope,-0.0010244210538500097,-0.0011668289400856232,-0.00014240788623561353
qwen,gsm8k,entropy_diff_std,0.6349049845556604,0.7109621237015232,0.07605713914586287
qwen,gsm8k,entropy_early_late_delta,-0.1584585793953734,-0.1651286649280139,-0.006670085532640507
qwen,gsm8k,entropy_max,2.725635773185311,3.0493394138632812,0.3237036406779703
qwen,gsm8k,entropy_mean,0.268109525233947,0.33948304980610766,0.07137352457216067
qwen,gsm8k,entropy_min,0.0,0.0,0.0
qwen,gsm8k,entropy_p90,1.0209509767079354,1.2216075077426216,0.20065653103468617
qwen,gsm8k,entropy_range,2.725635773185311,3.0493394138632812,0.3237036406779703
qwen,gsm8k,entropy_range_approx,2.4575262479513644,2.7098563640571736,0.25233011610580913
qwen,gsm8k,entropy_slope,-0.0005613076538293428,-0.0005880851680449665,-2.6777514215623713e-05
qwen,gsm8k,entropy_std,0.5152206244566973,0.5974544975492245,0.08223387309252728
qwen,gsm8k,failure_risk,0.21114616193480548,0.20782881002087683,-0.003317351913928651
qwen,gsm8k,failure_risk_is_one,0.0,0.0,0.0
qwen,gsm8k,failure_risk_is_zero,0.5856992639327024,0.5960334029227558,0.01033413899005331
qwen,gsm8k,focused_head_mean,1.3329789264147867,1.3129465681622552,-0.020032358252531468
qwen,gsm8k,focused_head_mean_zscore,-0.6010916340133038,-0.6558463778119741,-0.05475474379867029
qwen,gsm8k,focused_head_rate,0.047606390229099516,0.04689094886293768,-0.0007154413661618342
qwen,gsm8k,hidden_max_abs_last_layer_mean,137.04870783114916,138.32817355052134,1.2794657193721832
qwen,gsm8k,hidden_max_abs_last_layer_mean_zscore,-0.22873230227792107,-0.14990043593833974,0.07883186633958134
qwen,gsm8k,hidden_std_last_layer_mean,5.162773300248414,5.20776917575002,0.04499587550160555
qwen,humaneval,attention_collapse_detected,0.0,0.0012195121951219512,0.0012195121951219512
qwen,humaneval,attn_entropy_norm_mean,0.4397200026412021,0.44032080021573905,0.0006007975745369598
qwen,humaneval,attn_entropy_norm_std,0.1197603004166101,0.11942787664779829,-0.00033242376881180424
qwen,humaneval,collapsed_rate_mean,0.01881868217561486,0.018772610458937414,-4.607171667744478e-05
qwen,humaneval,collapsed_rate_mean_zscore,0.6713664405432448,0.6483401108737823,-0.023026329669462497
qwen,humaneval,compound_density_per_100t,0.639082845901563,0.5681183031399142,-0.07096454276164876
qwen,humaneval,concentration_max_mean,0.9054005060970387,0.9049975447030537,-0.00040296139398499076
qwen,humaneval,concentration_min_mean,0.13123132147502156,0.1306022386195956,-0.0006290828554259553
qwen,humaneval,cs_attention_bottleneck,0.0,0.0,0.0
qwen,humaneval,cs_confident_confusion,0.0,0.0,0.0
qwen,humaneval,cs_confident_repetition_risk,0.9036585365853659,0.8512195121951219,-0.05243902439024395
qwen,humaneval,cs_context_loss,0.0,0.0,0.0
qwen,humaneval,cs_degenerating_generation,0.0012195121951219512,0.0,-0.0012195121951219512
qwen,humaneval,early10_entropy_mean,0.535442525992753,0.6651914188883149,0.1297488928955619
qwen,humaneval,early10_entropy_slope,-0.049014907689973825,-0.04902797772921127,-1.3070039237443598e-05
qwen,humaneval,early10_margin_mean,0.7759301762398371,0.7405052814968984,-0.03542489474293864
qwen,humaneval,early10_margin_slope,0.014392200003711154,0.012571420922077718,-0.001820779081633436
qwen,humaneval,early10_surprisal_mean,0.5250311744382352,0.6782175617438012,0.153186387305566
qwen,humaneval,early10_surprisal_slope,-0.04764185555255482,-0.05154058594244603,-0.0038987303898912126
qwen,humaneval,early25p_entropy_mean,0.3403568800980482,0.41554243491635484,0.07518555481830663
qwen,humaneval,early25p_entropy_slope,-0.002650301437162162,-0.00771312226672172,-0.005062820829559557
qwen,humaneval,early25p_margin_mean,0.8484971436551977,0.8236551670752483,-0.024841976579949354
qwen,humaneval,early25p_margin_slope,0.001047597759105898,0.0021825796469599683,0.0011349818878540702
qwen,humaneval,early25p_surprisal_mean,0.34239606997817457,0.42233747300944335,0.07994140303126879
qwen,humaneval,early25p_surprisal_slope,-0.001012675970127111,-0.00824566747897893,-0.007232991508851819
qwen,humaneval,early50p_entropy_mean,0.32042229970772146,0.386559454749489,0.06613715504176754
qwen,humaneval,early50p_entropy_slope,-0.000620315736189233,-0.003308839101721461,-0.002688523365532228
qwen,humaneval,early50p_margin_mean,0.854752761213815,0.8341029957331451,-0.02064976548066999
qwen,humaneval,early50p_margin_slope,-0.0009608041600782514,0.0007446732194553385,0.0017054773795335898
qwen,humaneval,early50p_surprisal_mean,0.3203181851476449,0.38978361743399986,0.06946543228635499
qwen,humaneval,early50p_surprisal_slope,-0.001027762081537365,-0.0035108773962039333,-0.002483115314666568
qwen,humaneval,entropy_diff_std,0.6869319547038547,0.753956162882452,0.06702420817859733
qwen,humaneval,entropy_early_late_delta,-0.020419473975568196,-0.03171740993300865,-0.011297935957440455
qwen,humaneval,entropy_max,3.056007448104692,3.344668193625127,0.28866074552043486
qwen,humaneval,entropy_mean,0.31698544838955,0.3787242760513599,0.06173882766180988
qwen,humaneval,entropy_min,0.0,0.0,0.0
qwen,humaneval,entropy_p90,1.1136248383027763,1.2813028965791347,0.1676780582763584
qwen,humaneval,entropy_range,3.056007448104692,3.344668193625127,0.28866074552043486
qwen,humaneval,entropy_range_approx,2.7390219997151424,2.965943917573768,0.22692191785862548
qwen,humaneval,entropy_slope,-0.0007459154241568099,-0.0007102079336799844,3.570749047682555e-05
qwen,humaneval,entropy_std,0.5767506159790661,0.6510761976560541,0.074325581676988
qwen,humaneval,failure_risk,0.19365853658536586,0.19902439024390242,0.005365853658536562
qwen,humaneval,failure_risk_is_one,0.0,0.0,0.0
qwen,humaneval,failure_risk_is_zero,0.6268292682926829,0.6207317073170732,-0.0060975609756097615
qwen,humaneval,focused_head_mean,1.8382595420787977,1.8300020537444541,-0.008257488334343588
qwen,humaneval,focused_head_mean_zscore,0.7799994141972317,0.757429098088275,-0.022570316108956767
qwen,humaneval,focused_head_rate,0.06565212650281421,0.06535721620515907,-0.000294910297655146
qwen,humaneval,hidden_max_abs_last_layer_mean,144.09719002731205,144.41773235794196,0.32054233062990534
qwen,humaneval,hidden_max_abs_last_layer_mean_zscore,0.20554662991377418,0.22529624085043598,0.019749610936661804
qwen,humaneval,hidden_std_last_layer_mean,5.1263391573072195,5.126698502798754,0.0003593454915344907
